date,match_number,tournament,stage,group,home_team,away_team,city,country,venue,neutral,home_is_placeholder,away_is_placeholder,odds_available,home_odds,draw_odds,away_odds,max_home_odds,max_draw_odds,max_away_odds,n_odds_home_win,n_odds_draw,n_odds_away_win,oddsportal_event_id,oddsportal_encoded_event_id,oddsportal_kickoff_utc,oddsportal_detail_url,merge_source,oddsportal_home_team,oddsportal_away_team,oddsportal_date_utc,oddsportal_source_url,local_home_team,local_away_team,local_kickoff_at,placeholder_home_label,placeholder_away_label,scraped_at_utc
2026-06-26,61,FIFA World Cup,Group Stage,I,Norway,France,Boston,United States,Gillette Stadium,True,False,False,1,4.22,3.65,1.79,4.5,3.9,1.8,4,4,4,9699053,bsJSJ30L,2026-06-26T19:00:00.000Z,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/norway-8rP6JO0H/#bsJSJ30L,oddsportal_group_fixture,Norway,France,2026-06-26,https://www.oddsportal.com/football/world/world-cup/,Norway,France,2026-06-26 15:00:00-04,,,2026-06-18T10:38:19.298Z
2026-06-26,62,FIFA World Cup,Group Stage,I,Senegal,Iraq,Toronto,Canada,BMO Field,True,False,False,1,1.32,4.94,9.25,1.34,5.25,10,4,4,4,10222297,j5IhOwop,2026-06-26T19:00:00.000Z,https://www.oddsportal.com/football/h2h/iraq-K8aAGt6r/senegal-hOIsJLJr/#j5IhOwop,oddsportal_group_fixture,Senegal,Iraq,2026-06-26,https://www.oddsportal.com/football/world/world-cup/,Senegal,Winner FIFA Playoff 2,2026-06-26 15:00:00-04,,,2026-06-18T10:38:19.298Z
2026-06-26,63,FIFA World Cup,Group Stage,H,Cape Verde,Saudi Arabia,Houston,United States,NRG Stadium,True,False,False,1,2.71,3.56,2.4,2.8,3.75,2.45,4,4,4,9699047,487Xar9k,2026-06-27T00:00:00.000Z,https://www.oddsportal.com/football/h2h/cape-verde-MocyWdm7/saudi-arabia-biSY8ox4/#487Xar9k,oddsportal_group_fixture,Cape Verde,Saudi Arabia,2026-06-27,https://www.oddsportal.com/football/world/world-cup/,Cape Verde,Saudi Arabia,2026-06-26 20:00:00-05,,,2026-06-18T10:38:19.298Z
2026-06-26,64,FIFA World Cup,Group Stage,H,Uruguay,Spain,Guadalajara,Mexico,Estadio Akron,True,False,False,1,5.76,4.1,1.55,6,4.33,1.61,4,4,4,9699045,8xM154oS,2026-06-27T00:00:00.000Z,https://www.oddsportal.com/football/h2h/spain-bLyo6mco/uruguay-xMk44orG/#8xM154oS,oddsportal_group_fixture,Uruguay,Spain,2026-06-27,https://www.oddsportal.com/football/world/world-cup/,Uruguay,Spain,2026-06-26 20:00:00-06,,,2026-06-18T10:38:19.298Z
2026-06-26,65,FIFA World Cup,Group Stage,G,Egypt,Iran,Seattle,United States,Lumen Field,True,False,False,1,2.06,3.09,3.8,2.1,3.2,4,4,4,4,9699035,OjRH5DuB,2026-06-27T03:00:00.000Z,https://www.oddsportal.com/football/h2h/egypt-bejDn7NN/iran-xrRx85iA/#OjRH5DuB,oddsportal_group_fixture,Egypt,Iran,2026-06-27,https://www.oddsportal.com/football/world/world-cup/,Egypt,Iran,2026-06-26 23:00:00-07,,,2026-06-18T10:38:19.298Z
2026-06-26,66,FIFA World Cup,Group Stage,G,New Zealand,Belgium,Vancouver,Canada,BC Place,True,False,False,1,11.5,6.19,1.22,13,6.5,1.22,4,4,4,9699033,jwT97ZAb,2026-06-27T03:00:00.000Z,https://www.oddsportal.com/football/h2h/belgium-GbB957na/new-zealand-rLctHkpU/#jwT97ZAb,oddsportal_group_fixture,New Zealand,Belgium,2026-06-27,https://www.oddsportal.com/football/world/world-cup/,New Zealand,Belgium,2026-06-26 23:00:00-07,,,2026-06-18T10:38:19.298Z
2026-06-27,67,FIFA World Cup,Group Stage,L,Panama,England,New York/New Jersey,United States,MetLife Stadium,True,False,False,1,9.19,6.13,1.26,10.5,6.5,1.27,4,4,4,9699081,YZajsXcn,2026-06-27T21:00:00.000Z,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/panama-OWKqbCfi/#YZajsXcn,oddsportal_group_fixture,Panama,England,2026-06-27,https://www.oddsportal.com/football/world/world-cup/,Panama,England,2026-06-27 17:00:00-04,,,2026-06-18T10:38:19.298Z
2026-06-27,68,FIFA World Cup,Group Stage,L,Croatia,Ghana,Philadelphia,United States,Lincoln Financial Field,True,False,False,1,1.61,3.79,5.46,1.63,3.95,5.8,4,4,4,9699083,6mbbuBSb,2026-06-27T21:00:00.000Z,https://www.oddsportal.com/football/h2h/croatia-K8aznggo/ghana-nNBjHale/#6mbbuBSb,oddsportal_group_fixture,Croatia,Ghana,2026-06-27,https://www.oddsportal.com/football/world/world-cup/,Croatia,Ghana,2026-06-27 17:00:00-04,,,2026-06-18T10:38:19.298Z
2026-06-27,69,FIFA World Cup,Group Stage,K,Colombia,Portugal,Miami,United States,Hard Rock Stadium,True,False,False,1,3.39,3.29,2.1,3.5,3.45,2.15,4,4,4,9699071,vL2qotaK,2026-06-27T23:30:00.000Z,https://www.oddsportal.com/football/h2h/colombia-G02s4PCS/portugal-WvJrjFVN/#vL2qotaK,oddsportal_group_fixture,Colombia,Portugal,2026-06-27,https://www.oddsportal.com/football/world/world-cup/,Colombia,Portugal,2026-06-27 19:30:00-04,,,2026-06-18T10:38:19.298Z
2026-06-27,70,FIFA World Cup,Group Stage,K,DR Congo,Uzbekistan,Atlanta,United States,Mercedes-Benz Stadium,True,False,False,1,2.13,3.41,3.31,2.15,3.75,3.5,4,4,4,10222229,hEWfCwid,2026-06-27T23:30:00.000Z,https://www.oddsportal.com/football/h2h/d-r-congo-phn9mm8H/uzbekistan-EZYKKRMc/#hEWfCwid,oddsportal_group_fixture,D.R. Congo,Uzbekistan,2026-06-27,https://www.oddsportal.com/football/world/world-cup/,Winner FIFA Playoff 1,Uzbekistan,2026-06-27 19:30:00-04,,,2026-06-18T10:38:19.298Z
2026-06-27,71,FIFA World Cup,Group Stage,J,Algeria,Austria,Kansas City,United States,Arrowhead Stadium,True,False,False,1,2.98,3.05,2.43,3.05,3.1,2.55,4,4,4,9699065,4rOtRK7l,2026-06-28T02:00:00.000Z,https://www.oddsportal.com/football/h2h/algeria-nc87N1BR/austria-naHiWdnt/#4rOtRK7l,oddsportal_group_fixture,Algeria,Austria,2026-06-28,https://www.oddsportal.com/football/world/world-cup/,Algeria,Austria,2026-06-27 22:00:00-05,,,2026-06-18T10:38:19.298Z
2026-06-27,72,FIFA World Cup,Group Stage,J,Jordan,Argentina,Dallas,United States,AT&T Stadium,True,False,False,1,12.63,6.75,1.19,15,7.5,1.2,4,4,4,9699063,KAnAWtpR,2026-06-28T02:00:00.000Z,https://www.oddsportal.com/football/h2h/argentina-f9OppQjp/jordan-vNcmJoU2/#KAnAWtpR,oddsportal_group_fixture,Jordan,Argentina,2026-06-28,https://www.oddsportal.com/football/world/world-cup/,Jordan,Argentina,2026-06-27 22:00:00-05,,,2026-06-18T10:38:19.298Z
2026-06-28,73,FIFA World Cup,Round of 32,2A vs 2B,2A,2B,Los Angeles,United States,SoFi Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-06-28 15:00:00-07,2A,2B,2026-06-18T10:38:19.308Z
2026-06-29,74,FIFA World Cup,Round of 32,1C vs 2F,1C,2F,Houston,United States,NRG Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-06-29 13:00:00-05,1C,2F,2026-06-18T10:38:19.308Z
2026-06-29,75,FIFA World Cup,Round of 32,1E vs 3ABCDF,1E,3ABCDF,Boston,United States,Gillette Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-06-29 16:30:00-04,1E,3ABCDF,2026-06-18T10:38:19.308Z
2026-06-29,76,FIFA World Cup,Round of 32,1F vs 2C,1F,2C,Monterrey,Mexico,Estadio BBVA,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-06-29 21:00:00-06,1F,2C,2026-06-18T10:38:19.308Z
2026-06-30,77,FIFA World Cup,Round of 32,2E vs 2I,2E,2I,Dallas,United States,AT&T Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-06-30 13:00:00-05,2E,2I,2026-06-18T10:38:19.308Z
2026-06-30,78,FIFA World Cup,Round of 32,1I vs 3CDFGH,1I,3CDFGH,New York/New Jersey,United States,MetLife Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-06-30 17:00:00-04,1I,3CDFGH,2026-06-18T10:38:19.308Z
2026-06-30,79,FIFA World Cup,Round of 32,1A vs 3CEFHI,1A,3CEFHI,Mexico City,Mexico,Estadio Azteca,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-06-30 21:00:00-06,1A,3CEFHI,2026-06-18T10:38:19.308Z
2026-07-01,80,FIFA World Cup,Round of 32,1L vs 3EHIJK,1L,3EHIJK,Atlanta,United States,Mercedes-Benz Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-01 12:00:00-04,1L,3EHIJK,2026-06-18T10:38:19.308Z
2026-07-01,81,FIFA World Cup,Round of 32,1G vs 3AEHIJ,1G,3AEHIJ,Seattle,United States,Lumen Field,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-01 16:00:00-07,1G,3AEHIJ,2026-06-18T10:38:19.308Z
2026-07-01,82,FIFA World Cup,Round of 32,1D vs 3BEFIJ,1D,3BEFIJ,San Francisco Bay Area,United States,Levi's Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-01 20:00:00-07,1D,3BEFIJ,2026-06-18T10:38:19.308Z
2026-07-02,83,FIFA World Cup,Round of 32,1H vs 2J,1H,2J,Los Angeles,United States,SoFi Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-02 15:00:00-07,1H,2J,2026-06-18T10:38:19.308Z
2026-07-02,84,FIFA World Cup,Round of 32,2K vs 2L,2K,2L,Toronto,Canada,BMO Field,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-02 19:00:00-04,2K,2L,2026-06-18T10:38:19.308Z
2026-07-02,85,FIFA World Cup,Round of 32,1B vs 3EFGIJ,1B,3EFGIJ,Vancouver,Canada,BC Place,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-02 23:00:00-07,1B,3EFGIJ,2026-06-18T10:38:19.308Z
2026-07-03,86,FIFA World Cup,Round of 32,2D vs 2G,2D,2G,Dallas,United States,AT&T Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-03 14:00:00-05,2D,2G,2026-06-18T10:38:19.308Z
2026-07-03,87,FIFA World Cup,Round of 32,1J vs 2H,1J,2H,Miami,United States,Hard Rock Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-03 18:00:00-04,1J,2H,2026-06-18T10:38:19.308Z
2026-07-03,88,FIFA World Cup,Round of 32,1K vs 3DEIJL,1K,3DEIJL,Kansas City,United States,Arrowhead Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-03 21:30:00-05,1K,3DEIJL,2026-06-18T10:38:19.308Z
2026-07-04,89,FIFA World Cup,Round of 16,W73 vs W75,W73,W75,Houston,United States,NRG Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-04 13:00:00-05,W73,W75,2026-06-18T10:38:19.308Z
2026-07-04,90,FIFA World Cup,Round of 16,W74 vs W77,W74,W77,Philadelphia,United States,Lincoln Financial Field,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-04 17:00:00-04,W74,W77,2026-06-18T10:38:19.308Z
2026-07-05,91,FIFA World Cup,Round of 16,W76 vs W78,W76,W78,New York/New Jersey,United States,MetLife Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-05 16:00:00-04,W76,W78,2026-06-18T10:38:19.308Z
2026-07-05,92,FIFA World Cup,Round of 16,W79 vs W80,W79,W80,Mexico City,Mexico,Estadio Azteca,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-05 20:00:00-06,W79,W80,2026-06-18T10:38:19.308Z
2026-07-06,93,FIFA World Cup,Round of 16,W83 vs W84,W83,W84,Dallas,United States,AT&T Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-06 15:00:00-05,W83,W84,2026-06-18T10:38:19.308Z
2026-07-06,94,FIFA World Cup,Round of 16,W81 vs W82,W81,W82,Seattle,United States,Lumen Field,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-06 20:00:00-07,W81,W82,2026-06-18T10:38:19.308Z
2026-07-07,95,FIFA World Cup,Round of 16,W86 vs W88,W86,W88,Atlanta,United States,Mercedes-Benz Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-07 12:00:00-04,W86,W88,2026-06-18T10:38:19.308Z
2026-07-07,96,FIFA World Cup,Round of 16,W85 vs W87,W85,W87,Vancouver,Canada,BC Place,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-07 16:00:00-07,W85,W87,2026-06-18T10:38:19.308Z
2026-07-09,97,FIFA World Cup,Quarterfinals,W89 vs W90,W89,W90,Boston,United States,Gillette Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-09 16:00:00-04,W89,W90,2026-06-18T10:38:19.308Z
2026-07-10,98,FIFA World Cup,Quarterfinals,W93 vs W94,W93,W94,Los Angeles,United States,SoFi Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-10 15:00:00-07,W93,W94,2026-06-18T10:38:19.308Z
2026-07-11,99,FIFA World Cup,Quarterfinals,W91 vs W92,W91,W92,Miami,United States,Hard Rock Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-11 17:00:00-04,W91,W92,2026-06-18T10:38:19.308Z
2026-07-11,100,FIFA World Cup,Quarterfinals,W95 vs W100,W95,W100,Kansas City,United States,Arrowhead Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-11 21:00:00-05,W95,W100,2026-06-18T10:38:19.308Z
2026-07-14,101,FIFA World Cup,Semifinals,W97 vs W98,W97,W98,Dallas,United States,AT&T Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-14 15:00:00-05,W97,W98,2026-06-18T10:38:19.308Z
2026-07-15,102,FIFA World Cup,Semifinals,W99 vs W100,W99,W100,Atlanta,United States,Mercedes-Benz Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-15 15:00:00-04,W99,W100,2026-06-18T10:38:19.308Z
2026-07-18,103,FIFA World Cup,Third Place Playoff,RU101 vs RU102,RU101,RU102,Miami,United States,Hard Rock Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-18 17:00:00-04,RU101,RU102,2026-06-18T10:38:19.308Z
2026-07-19,104,FIFA World Cup,Final,W101 vs W102,W101,W102,New York/New Jersey,United States,MetLife Stadium,True,True,True,0,,,,,,,,,,,,,,local_fixture_skeleton_no_odds,,,,,nan,nan,2026-07-19 15:00:00-04,W101,W102,2026-06-18T10:38:19.308Z
